datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
10/23/1968 15:00,walla walla,wa,us,other,1500,25 min,black objects oveer walla walla,7/16/2006,46.0647222,-118.3419444
10/23/1997 22:30,weehawken,nj,us,other,4,4 seconds,Green orb without streaking&#44 incoming over Hudson River between NYC &amp; NJ. A high-speed descent that looked like it was destined to cras,1/28/1999,40.7694444,-74.0208333
10/23/1999 21:00,hayward,ca,us,cylinder,30,30 seconds,Rectangular gray object glided silently across the night sky and disappeared behind a cloud,11/2/1999,37.6688889,-122.0797222
10/23/2000 22:00,seattle (ballard neighborhood),wa,us,egg,3,2-3 seconds,Anybody else see another green light in Seattle?,12/2/2000,47.6063889,-122.3308333
10/23/2000 22:25,yamhill,pa,,triangle,120,2 min.,Large triangle shaped object flew over our homefor 2 min. and made my wife and I non-sceptics forever.,12/2/2000,45.209508,-123.228733
10/23/2003 6:30,san luis obispo,ca,us,changing,8,8 seconds,fireball flying in a straight path across the horizon,10/31/2003,35.2827778,-120.6586111
10/23/2003 21:00,seattle,wa,us,unknown,3,3 seconds,&quot;W&quot; shaped meteor burns up above Seattle,10/31/2003,47.6063889,-122.3308333
10/23/2003 21:16,bainbridge island,wa,,sphere,2,2 seconds,Very pretty bright lime green spherical object moving very fast,10/31/2003,47.626208,-122.521245
10/23/2003 21:18,vancouver,wa,us,circle,2,seconds,Irredescent green circular ball of light flying easterly at 10 to 15 degrees off horizontal horizon.,10/31/2003,45.6388889,-122.6602778
10/23/2003 21:40,seattle,wa,us,circle,10,10 seconds,A bright white circular object moving quickly from north to south.,10/31/2003,47.6063889,-122.3308333
10/23/2004 3:00,big cedar,ok,us,light,30,30 seconds,What appears to be a star moves across the sky above Ouachita National Forest.,5/24/2005,34.6458333,-94.6486111
10/23/2004 21:30,apopka,fl,us,light,1200,up to 20 minutes,~ Last night at around 9:30 big bang at the front door. Sounded like someone ran into the door? Or if someone threw a basket ball at it,10/27/2004,28.6802778,-81.5097222
10/23/2004 23:15,la mirada,ca,us,other,300,5 minutes,Single orange glow&#44 very bright orange light traveling accross the sky,10/27/2004,33.9172222,-118.0111111
10/23/2006 10:30,cypress,tx,us,cylinder,60,1 minute,There were two white&#44 cylinder shaped objects that would be in alignment &amp; then would change to be perpendicular.,10/30/2006,29.9688889,-95.6969444
10/23/2006 14:45,atlanta,ga,us,circle,300,~ 5 min.,Two separate dots in the sky merge into one and continue in straight line.,2/1/2007,33.7488889,-84.3880556
10/23/2006 22:50,ukiah,ca,us,triangle,10,10 seconds,White triangular formation flying south at very high speed.,10/30/2006,39.1502778,-123.2066667
10/23/2007 9:30,bozeman,mt,us,sphere,900,15 minutes,object starlike flew then stopped and stayed there all night.,12/12/2009,45.6797222,-111.0377778
10/23/2008 19:00,allen,tx,us,other,2700,45 minutes,a boomerang in the sky&#44 what was  it?,1/10/2009,33.1030556,-96.6702778
10/23/2008 23:00,poughkeepsie,ny,us,chevron,20,20 seconds,Very faint&#44 reddish&#44 V shaped object observed 20 seconds.,10/31/2008,41.7002778,-73.9213889
10/23/2010 9:00,bloomignton,mn,,light,15,15 seconds,7 flashing lights and about 2 car alarms going off.,8/5/2012,44.840798,-93.29828
10/23/2010 10:30,eureka,ca,us,light,300,5 minutes,A big circular object with a bunch of little blinking lights was hovering in the sky,11/21/2010,40.8022222,-124.1625
10/23/2010 19:39,phoenix,az,us,teardrop,120,2 minutes,Two objects in a bright orange teardrop shape that appeared to be on fire were seen in the northwestern sky.,11/21/2010,33.4483333,-112.0733333
10/23/2011 0:20,webster,ma,us,light,180,3 minutes each,4 glowing orange UFOs seen in Webster&#44 MA,10/25/2011,42.05,-71.8805556
10/23/2011 7:05,gatesville,tx,us,flash,1,1 second,strange flash of light,10/25/2011,31.435,-97.7436111
10/23/2011 13:00,el paso,tx,us,light,1200,15-20 mins,Objects in the El Paso Sky,10/25/2011,31.7586111,-106.4863889
10/23/2011 13:30,creve coeur,mo,us,disk,180,2-3 min&#39s,Shiny saucer shaped object hovering near Creve Coeur Lake.,10/25/2011,38.6608333,-90.4225
10/23/2011 22:50,martinsburg,wv,us,circle,600,ten minutes,It was the wildest thing I&#39ve ever seen and it was for sure a UFO.,10/25/2011,39.4561111,-77.9641667
10/23/2012 7:15,myrtle beach,sc,us,formation,3600,1 hour,Bright orangelike lights blinkin in different formations hovered about the ocean in Myrtle Beach&#44 SC,10/30/2012,33.6888889,-78.8869444
10/23/2013 5:28,marlboro,nj,us,triangle,90,90 seconds,Large low flying aircraft with flashing red lights flying just over the tree line. Seemed very peculiar and quite dangerous.,10/23/2013,40.3152778,-74.2466667
10/23/2013 7:15,north andover,ma,us,chevron,300,5 minutes,Largest object in the sky i have ever seen,11/11/2013,42.6986111,-71.1355556
10/23/2013 18:00,anchorage,ak,us,light,180,2-3 minutes,Driving on Fort Richardson saw 1 orange bright light above Arctic valley that appeared droped disapered then reappeared .,11/11/2013,61.2180556,-149.9002778
10/23/2013 19:28,choctaw,ok,us,disk,3,2-3 seconds,Bluish white disk with contrail moving west to east.,11/11/2013,35.4975,-97.2686111
10/23/2013 20:00,toutle,wa,us,light,7200,2+ hours,Wednesday night I was walking up my driveway having a smoke when a bright colored object caught my eye. First thought was WOW that&#39s a,11/11/2013,46.325,-122.7352778
10/23/2013 21:30,washington,nc,us,unknown,600,10 minutes,Loud vibrating low hum.,11/11/2013,35.5463889,-77.0525
10/24/1997 0:00,norfolk,va,us,circle,10,10 seconds,Green&#44 luminous round object that had a dark vertical line (or absense of light)appeared suddenly descended and disappeared.,1/28/1999,36.8466667,-76.2855556
10/24/1997 6:30,blountville,tn,us,circle,180,3 minutes,Brightly lit circular object (circular light pattern) hovering 1 1/2 minutes and suddenly darting away faster than conventional aircraf,1/28/1999,36.5330556,-82.3269444
10/24/1998 20:15,milwaukee,wi,us,light,120,2 minutes,observation of an orange object in the night sky,11/19/1998,43.0388889,-87.9063889
10/24/1998 23:15,delray beach,fl,us,triangle,300,5min.,My 11 year old son and myself driving north on Military Trial saw bright light in sky.,1/28/1999,26.4611111,-80.0730556
10/24/2000 19:15,medina,oh,us,diamond,2400,40 min ?,I saw a metallic cone shaped humming object with very bright lights.,12/2/2000,41.1383333,-81.8638889
10/24/2002 19:30,atlanta,ga,us,diamond,420,7 min.,Not a ufo but some type of army ship (my opinion). Moving very slow very very big.  There was no sound at all. It was right over us.,10/28/2002,33.7488889,-84.3880556
10/24/2003 22:16,lancaster (uk/england),,gb,sphere,120,2 minutes,Bright metallic Spherical object chased by military aircraft.,11/26/2003,54.066667,-2.833333
10/24/2003 23:00,shawnee and geary,ok,,unknown,2700,45min.,strange things in the sky,10/31/2003,35.631159,-98.317285
10/24/2004 16:00,hampden,me,us,light,45,45 seconds,bright spot of light,10/27/2004,44.7444444,-68.8375
10/24/2004 18:25,wald (switzerland),,,other,600,10min.,The large&#44 longitudinal object with upward tilted wings moved  at an upward tilted angle,10/27/2004,47.379988,10.218726
10/24/2004 23:00,zanesville,oh,us,,4,4 seconds,I have a question about something that happened to me just the other night that i cant explain in the sky. ((Meteor??)),11/2/2004,39.9402778,-82.0133333
10/24/2004 23:20,owingsville,ky,us,fireball,3,3seconds,At first I thought it to be metiorite but as it entered atmosphire it left a very bright bluegreen glow. ((Meteor??)),10/27/2004,38.1447222,-83.7641667
10/24/2005 22:00,manchester (uk/england),,gb,formation,900,15 minutes,triangle shap pattern over my town of swinton manchester england.,11/3/2005,53.5,-2.216667
10/24/2006 4:50,san jose,ca,us,circle,14,14 seconds,At approximately 4:50am a lighted circlular object was spotted streaking across the sky traveling from West to Nortwest and entered my,10/30/2006,37.3394444,-121.8938889
10/24/2006 17:38,sarasota,fl,us,light,15,10-15 seconds,Bright White Light appearing over Sarasota,10/30/2006,27.3361111,-82.5308333
10/24/2007 5:30,kenosha,wi,us,unknown,5,5 seconds,they did not burn up as normal and were a much more greenish color of light then a meteor,11/28/2007,42.5847222,-87.8211111
10/24/2007 21:20,eagle pass,tx,us,oval,20,15-20 sec.,V-Shaped Object formed by small Oval Shaped objects.,11/28/2007,28.7088889,-100.4991667
10/24/2007 21:35,roca,ne,us,rectangle,1800,30 minutes,((HOAX??))  This made me an alcoholic.  ((NUFORC Note:  Because of the profanity in the original version&#44 we suspect a hoax here.  PD)),11/28/2007,40.6575,-96.6577778
10/24/2008 19:53,avila beach,ca,us,changing,600,10 minutes,Heading south on the 101 from San Luis Obispo as I neared the Avila Beach exit I noticed what I thought was a bright yellowish star in,10/31/2008,35.18,-120.7308333
10/24/2008 22:20,indianapolis,in,us,light,180,2-3 minutes,on 10/24/08 I observed 10-15 orange colored lighted objects floating or flying on the northeast side of Indianapolis.,10/31/2008,39.7683333,-86.1580556
10/24/2008 23:00,tazewell,va,us,fireball,120,2 minutes,Male and female allegedly illuminated by flash of light.  ((NUFORC Note:  Possibly not a serious report&#44 we think.  PD)),10/31/2008,37.1147222,-81.5197222
10/24/2009 0:15,midwest city/del city,ok,,other,300,5 min,My nephew and I were at the fire on our patio when he asked of birds flew at night.  We saw what looked like a bright white bird flying,12/12/2009,35.469115,-97.376857
10/24/2009 19:30,tell city,in,us,teardrop,300,5min,8 bright red tear shaped objects at low altitude seen at close range a little bigger than a small plane,12/12/2009,37.9513889,-86.7677778
10/24/2011 7:38,havertown,pa,us,fireball,60,1min,Very Bright ball of light off rt 3 traveling toward Philadelphia rapidly.,10/25/2011,39.9808333,-75.3088889
10/24/2012 0:00,lexington,sc,us,changing,4,hours,Bright light moving slowly&#44 then stopping in mid air.  Bright green through binoculars.  Returns to same location.,10/30/2012,33.9813889,-81.2363889
10/24/2012 0:30,arlington heights,il,us,fireball,60,1 minute,Around 12:30 am Wednesday morning&#44 me and my friend witnessed an orange orb-like object hover across the sky. We had been sitting in a,10/30/2012,42.0883333,-87.9805556
10/24/2012 18:23,ocean city,nj,us,light,120,2 minutes,A bright white orb appeared to hover above the ground for two minutes before disappearing.,10/30/2012,39.2775,-74.575
10/24/2012 19:45,cape san blas,fl,,fireball,2,seconds,Eight orange glowing globes floating over the Gulf of Mexico at Cape San Blas&#44 FL.,11/4/2012,29.663547,-85.355475
10/24/2012 20:00,myrtle beach,sc,us,fireball,240,2-4 minutes,Fiery ball of light slowly growing bigger then fading away all in sequence in triangular formation with other lights.,10/30/2012,33.6888889,-78.8869444
10/24/2012 20:30,cherry grove beach,sc,us,oval,1200,20 minutes,Orange balls of light appeared in sky above the ocean and darted from left to right.,10/30/2012,33.8272222,-78.6430556
10/24/2012 20:30,san saban/lampasas (in between),tx,,formation,1800,30 minutes,Still surreal to me - can&#39t explain what the lights were - I have looked out at the sky for years and never saw ANYTHING like this...,11/4/2012,31.063784,-98.181696
10/24/2012 20:40,myrtle beach,sc,us,unknown,120,2 minutes,Observation&#44 numerous times&#44 orange lights to the East of Myrtle Beach&#44 SC.,10/30/2012,33.6888889,-78.8869444
10/24/2012 22:00,inman,sc,us,disk,10800,3 hours,A saucer shape UFO was seen outside of my friends house&#44 flying in all different directions that no plane can fly&#44 and lasted 3 hrs.,10/30/2012,35.0469444,-82.0902778
10/24/2012 22:22,montreal (canada),qc,ca,changing,3,2-3 seconds,Falling light with a changing shape in rotation.,10/30/2012,45.5,-73.583333
10/24/2013 7:10,columbia,md,us,diamond,20,20 seconds,A low diamond shaped flash of light that started blue and turned white like a bright shooting star over Sewells Orchard Pond.,11/11/2013,39.2402778,-76.8397222
10/24/2013 13:55,hogansville,ga,us,circle,120,2 minutes,Early afternoon sighting&#44 made 90 degree turns,11/11/2013,33.1730556,-84.915
10/24/2013 16:00,bellingham,wa,us,light,18000,>5 hours,Large star like light hangs in the sky for over 5 hours &amp; disappears.,1/10/2014,48.7597222,-122.4869444
10/24/2013 18:30,arnold,md,us,fireball,5,3-5 seconds,Extremely bright ball/circle of yellow-white light surrounded by a red outline streaked across evening sky,11/11/2013,39.0319444,-76.5030556
10/24/2013 19:15,cedarville,ca,us,light,3600,45-60 minutes,Small red light followed by orange orbs that appeared&#44 multiplied&#44 and disappeared.,11/11/2013,41.5291667,-120.1722222
10/24/2013 20:15,mitchell,sd,us,light,15,10-15 seconds,Orange light that fades out and reappears.,11/11/2013,43.7094444,-98.0294444
10/24/2013 22:30,irving,tx,us,cylinder,240,4 minutes,Triangular object with faint yellow-orange lights on irregular flight path hovered&#44 then descended rapidly and observed as cylindrical,11/11/2013,32.8138889,-96.9486111
10/24/2013 23:00,toledo,oh,us,triangle,900,15 minutes,Black triangle slowly flew over us&#44 almost silent&#44 and directly changed course&#44 descended into wooded area,11/11/2013,41.6638889,-83.5552778
10/25/1989 18:45,endako (canada),bc,ca,unknown,1500,approx: 25 minutes,HBCCUFO CANADIAN REPORT:  Unusual object which was flying low and parallel to their vehicle along Highway #16.,3/17/2004,54.083333,-125.016667
10/25/1994 21:00,fish point,mi,,fireball,600,10 minutes,2 round balls of fire hovering over Saginaw Bay,8/5/2009,43.716962,-83.522742
10/25/1995 18:00,center valley,pa,us,triangle,600,5-10 min.,Grey Triangular object about 25-30&#39 wide with three very bright white lights&#44 one in center and one on each wing tip&#44 moving at no more,1/28/1999,40.5291667,-75.3936111
10/25/1995 23:00,puyallup,wa,us,light,180,3 minutes,Blue and yellow lights hitting the window&#44 but not shining inside.,10/7/2003,47.1855556,-122.2916667
10/25/1998 16:20,denver,co,us,light,180,3 minutes,3rd sighting of UFO&#39s in DIA area,4/26/1999,39.7391667,-104.9841667
10/25/2005 22:00,miami beach,fl,us,chevron,60,1 minute,Tuesday 10/25/05&#44 during the Hurricane Wilma blackout&#44 I saw a large boomerang shape&#44 fly from North to South over Miami Beach.,11/3/2005,25.7902778,-80.1302778
10/25/2006 18:00,tokyo (japan),,,light,120,2 mins,Noticed strange cloud moving across Tokyo Sky - then 7lights behind this which then split into V formation as moving across the Sky,2/1/2007,35.689488,139.691706
10/25/2006 19:15,fairbury,il,us,oval,10,10 seconds,2 OVAL SHAPED OBJECTS PURSUING EACH OTHER,10/30/2006,40.7472222,-88.5147222
10/25/2006 20:57,fort pierce,fl,us,unknown,60,1 minute,bright yellow light  with a trail,10/30/2006,27.4463889,-80.3258333
10/25/2007 20:30,monterey,ca,us,cylinder,300,5 minutes,Cigar shaped UFO over Monterey&#44 CA October 24&#44 2007,11/28/2007,36.6002778,-121.8936111
10/25/2008 20:15,windsor,ca,us,light,60,60 sec,Two white lights flying in formation&#44 got bright&#44 then dissapeared.,10/31/2008,38.5472222,-122.8152778
10/25/2009 11:00,el cajon,ca,us,circle,900,15min,while working on electrical junction box electrican noticed a silvery circle in the western sky . it was at a very high in the and didn,12/12/2009,32.7947222,-116.9616667
10/25/2009 20:45,hemet,ca,us,triangle,60,1 minute,Two triangular UFO&#39s seen over Hemet&#44 CA in the night sky with distortion field,12/12/2009,33.7475,-116.9711111
10/25/2010 7:12,barrhead (canada),ab,ca,light,90,1.5 minutes,Bright white light by tower,11/21/2010,54.116667,-114.4
10/25/2010 23:00,new york city (brooklyn),ny,us,light,2400,~40 minutes,3 lights form hovering triangle and disappear behind NYC skyline,11/21/2010,40.7141667,-74.0063889
10/25/2011 0:30,bridgend (uk/england),,gb,sphere,3600,ongoing more than an hour,several dancing light balls&#44 floating around in concentric circles&#44 sighted at 2 different places,10/25/2011,51.505833,-3.577222
10/25/2011 13:10,vancouver,wa,us,cigar,60,1 minute,single white&#44 cigar shaped object over west Vanouver&#44 WA,12/12/2011,45.6388889,-122.6602778
10/25/2011 18:20,matteson,il,us,triangle,1200,15-20 min,Triangle Formation of Bright lights in SKY,12/12/2011,41.5038889,-87.7130556
