datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
10/12/1999 9:00,miami,ok,us,oval,120,2 minutes,Flock of Silver Ovalish Shaped Disk flying quickly through the daytime sky.,10/31/2008,36.8744444,-94.8772222
10/12/1999 12:07,breezewood,pa,us,fireball,3600,1 hour,3 balls of light were in the sky. They were in a triangle formation&#44 I heard that it might have been one ship with three lights.,2/27/2000,39.9991667,-78.2388889
10/12/1999 22:00,phoenix,az,us,fireball,600,10 minutes?,Phoenix police dept. helicopters (2) and crew observe orange fireball that circles their craft. Report at first denied by PPD then ackn,2/23/2000,33.4483333,-112.0733333
10/12/2000 18:59,gilbert,az,us,oval,1080,app 18 min,Bubba&#39s Back&#33,12/2/2000,33.3527778,-111.7883333
10/12/2001 19:40,sainte-suzanne (near switzerland) (france),,,other,2,2 secondes,The craft was too dark&#44 but behind i have seen a long and large light blue flame&#44 and all disapeared after a zigzag of 2 sec. The direc,10/12/2001,48.097456,-0.349277
10/12/2002 11:00,san leandro,ca,us,disk,600,10 minutes,Bright white disk&#44 stationery for ten minutes&#44 and then in an instant disappeared completely.,10/28/2002,37.725,-122.155
10/12/2002 19:45,rotherham (uk/england),,gb,light,120,2 minutes,Strange light in the sky,10/15/2002,53.433333,-1.35
10/12/2002 20:00,paris,tx,us,triangle,300,5 minutes,Triangle UFO with Blue/White lights,11/21/2010,33.6608333,-95.5552778
10/12/2002 20:45,paris,tx,us,triangle,300,less than 5 minutes,Close encounter in Paris&#44 TX,12/23/2002,33.6608333,-95.5552778
10/12/2002 23:45,langley (canada),bc,ca,triangle,30,30 seconds,I went outside to have a cigarette pretty close to midnight on Oct. 12th&#44 2002.I star gaze on a regular basis. I live close to the Lang,10/28/2002,49.1,-122.65
10/12/2003 13:08,auburn,pa,us,fireball,600,10 minutes,bright red light,10/15/2003,40.5983333,-76.0936111
10/12/2003 18:25,rosamond,ca,us,other,480,8 minutes,Two Brilliant Star objects in twilight sky,10/15/2003,34.8641667,-118.1625
10/12/2005 2:05,longwood,fl,us,formation,20,20 seconds,Two glowing discs slowly glide accross Longwood FL night sky.,10/20/2005,28.7027778,-81.3386111
10/12/2005 13:06,richmond hill (canada),,ca,circle,3,3 seconds,The flything ubject came out of the clouds&#44&#44&#44 and stayed there for about 5 - 10 seconds and it sudenly moved to the right hand side by,11/3/2005,43.866667,-79.433333
10/12/2006 1:23,cornwall (canada),on,ca,sphere,1620,27 minutes,Floating red object over local baseball field.,10/8/2007,46.24,-63.21
10/12/2007 0:20,ogden,ut,us,triangle,10,10 seconds,Large Triangle space craft seen from Northern Utah Traveling South out of the North sky 10-12-07 at 12:20am,11/28/2007,41.2230556,-111.9730556
10/12/2007 21:30,appleton,wi,us,circle,300,over a half hour,Blue circluar ufo,11/28/2007,44.2619444,-88.4152778
10/12/2008 5:20,islip (central),ny,us,light,35,35 sec,a white tiny light moving thru the sky,10/31/2008,40.7297222,-73.2108333
10/12/2008 8:00,russellton,pa,us,cigar,50,50 seconds,Cigar shaped&#44 low flying&#44 and decent size craft blicking red light.,10/31/2008,40.6113889,-79.8372222
10/12/2008 9:00,rio rancho,nm,us,disk,90,30 seconds-1 minute,The UFO was a sacer shaped&#44 silver object.,10/31/2008,35.2333333,-106.6638889
10/12/2008 12:00,larksville,pa,us,other,600,10 min.,We saw craft at close range with all detail on a clear sunny day at 12:00 noon.,3/19/2009,41.245,-75.9311111
10/12/2008 20:00,mckinney,tx,us,light,300,5 minutes,Two White Separated Lights in Southern Sky,10/31/2008,33.1975,-96.615
10/12/2010 21:00,lufkin,tx,us,chevron,30,30 seconds,My wife and I observed chevron shaped lights moving across the sky,11/21/2010,31.3380556,-94.7288889
10/12/2012 19:00,shapleigh,me,us,changing,300,5 minutes,UFO Chasing commercial flight in southern maine&#33&#33,10/30/2012,43.5405556,-70.8486111
10/12/2012 19:10,hadlyme,ct,us,light,300,5 minutes,Bright ascending light&#44 vanished in a flash,10/30/2012,41.4202778,-72.4069444
10/12/2012 20:00,waukesha,wi,us,circle,900,15 minutes,25 orange lights in the sky,10/30/2012,43.0116667,-88.2313889
10/12/2012 21:25,oshawa (canada),on,ca,triangle,3,3 seconds,Large silent metallic craft&#44very fast and no lights,10/30/2012,43.9,-78.866667
10/12/2013 20:00,lima,oh,us,formation,600,10 minutes,Husband and I witnessed 4 translucent lights moving clockwise then coming together in center and then spreading back out. I have seen t,10/14/2013,40.7425,-84.1052778
10/12/2013 20:28,keswick (canada),on,ca,sphere,120,2 minutes,Fuzzy orange sphere in night sky moving quickly south to north no nav lights visible,10/14/2013,44.25,-79.466667
10/12/2013 20:55,austin,tx,us,triangle,60,1 minute,UFO lights over Austin&#44 Texas ACL Fest During the Cure Concert.,10/14/2013,30.2669444,-97.7427778
10/12/2013 21:00,hamilton,oh,us,fireball,120,1-2 minutes,Large orange fireball splits into four fireballs.,10/23/2013,39.3994444,-84.5613889
10/12/2013 22:00,sundridge (canada),on,ca,sphere,15,several hours,Multi colored Lights that moved in all random directons.  ((NUFORC Note:  We suspect &quot;twinkling&quot; stars.  PD)),10/14/2013,45.766667,-79.4
10/12/2013 22:05,hilliard,oh,us,diamond,180,3 minutes,Diamond\Top UFO with all red panels.,10/14/2013,40.0333333,-83.1583333
41560,orangevale (sacramento),ca,us,sphere,60,1 minute,swarm of 8 orange orbs stop and dispers in many directions...,10/23/2013,38.6786111,-121.2247222
10/13/1969 21:15,millington,tn,us,formation,259200,72 hours,Star-like&#44 8-point inverted V-shape&#44 changed to V-shape&#44 executed 1-second shift  from directly South to directly West.,1/29/2002,35.3413889,-89.8972222
10/13/1990 16:00,rising sun,md,us,sphere,600,10 minutes,These were four brightly luminous objects observed in the broad daylight.  They were lined up in a row-vertically.  They were all spher,5/24/1999,39.6977778,-76.0630556
10/13/1994 19:30,farmington,mo,us,cylinder,120,2 min,I spotted what I thought was a bright landing light of a larger than usual aircraft for our airport.,4/2/1999,37.7808333,-90.4216667
10/13/1997 5:00,ogden/clinton,ut,,circle,10800,3 hours,My husband woke me up to see this. It is hard to describe because it was inside a cloud. It had an outer ring of triangular lights that,8/5/2001,41.184944,-112.014664
10/13/1999 22:00,lansing,mi,us,circle,600,10 minutes,Seen something that was not a helicopter or a plane &#44 too low&#44 too silent&#44 no sound&#44 the damn thing hovered.  Planes don&#39t do that.,10/19/1999,42.7325,-84.5555556
10/13/2000 19:25,orangeville,pa,us,unknown,600,10 min,Brilliant  shimmering gold object sighted 1 hr after sunset,12/2/2000,41.0780556,-76.4147222
10/13/2000 19:30,amarillo,tx,us,light,120,2 min,it blew up and shattered into several different parts had jet stream behind it and was bright blue and white and traveled as far as i c,12/2/2000,35.2219444,-101.8308333
10/13/2000 19:30,baird,tx,us,fireball,60,30 sec. to 1 min.,I am a 34 year old attorney with two children.  My wife and I were traveling from Dallas to Abilene&#44 heading West on Interstate 20.  It,12/2/2000,32.3938889,-99.3938889
10/13/2001 22:00,stockton,ca,us,triangle,120,1 or 2 min.,triangle stealth like object.,11/20/2001,37.9577778,-121.2897222
10/13/2002 4:47,mary esther,fl,us,triangle,1200,20 minutes,A Flying triangle with lights that looked like a planet from far away.,10/28/2002,30.4097222,-86.6630556
10/13/2002 18:20,chicago,il,us,fireball,10,10 sec.,fireball in Chgo. western skies,10/15/2002,41.85,-87.65
10/13/2002 23:00,ship bottom,nj,us,triangle,60,1 minute,Small&#44 black triangle shaped object  flying silently and slowly overhead olong NJ beach.,3/11/2006,39.6427778,-74.1808333
10/13/2003 7:00,mississauga (canada),on,ca,fireball,180,3 minutes,Large fiery meteor-like entry,10/17/2003,43.15,-79.5
10/13/2003 19:12,phoenix,az,us,sphere,10,10 seconds,Please tell me that its no big deal because my nine year old son is scared stiff after seeing this&#33,10/15/2003,33.4483333,-112.0733333
10/13/2003 21:30,warsaw,in,us,other,180,2-3 min.,Occurred : 10/13/2003 21:30 (Entered as : 10/13/2003 21:30) Reported: 10/14/2003 12:43:11 AM 00:43 Posted: 10/15/2003 Location: Trenton,10/30/2006,41.2380556,-85.8530556
10/13/2004 1:25,galveston,tx,us,light,1800,30 mins,Starting on October 10&#44 2004&#44 I have seen an obj. in the sky twice.  ((NUFORC Note:  We suspect Venus may be one of the objects.  PD)),10/27/2004,29.3011111,-94.7975
10/13/2004 17:14,titusville,pa,us,oval,600,10 minutes,It was silver&#44 it had no windows&#44 it made no noise and glided accross the sky  above me before....,1/19/2005,41.6269444,-79.6738889
10/13/2004 21:40,twin falls,id,us,light,60,1 min,two orange lights moving in a straight line with each other disapeard,10/27/2004,42.5630556,-114.46
10/13/2004 23:00,parkersburg,wv,us,circle,10,10 seconds,the object gave off a light that illuminated the entire sky then disapated completely.,5/24/2005,39.2666667,-81.5616667
38274,white hall,ar,us,triangle,300,5 minutes,ufo spoted near chemical weapons disposal base .,10/27/2004,34.2738889,-92.0908333
10/13/2005 20:05,livermore,ca,us,light,120,2 min,Strange light in the sky over Livermore CA.,12/16/2005,37.6819444,-121.7669444
10/13/2006 0:02,berlin (germany),,de,fireball,120,1-2 minutes,7 shooting lights&#44 followed by a formation&#44 followed by a fireball.They appeared to be white in colour and exhude an extrodinary a,10/30/2006,52.516667,13.4
10/13/2006 17:30,la mesa,ca,us,light,600,5-10 min,Streaking lights over San Diego.  ((NUFORC Note:  Possibly a laser-based advertising light???  PD)),12/7/2006,32.7677778,-117.0222222
10/13/2008 5:30,santa rosa,ca,us,light,10,10 seconds,I was standing outside early in the morning looking at the stars and i noticed what appeared to me as one of the stars started to mve i,10/31/2008,38.4405556,-122.7133333
10/13/2009 2:45,belleville (canada),on,ca,disk,5,5 seconds,I was driving back to Cornwall ontario from burlington for thanksgiving. It was approximately 0245 -0300 hours in the am. It was at the,7/6/2010,44.166667,-77.383333
10/13/2009 6:30,jackson,nj,us,light,10,10 seconds,soccer ball sized light moving throughout the trees and then headed at us before turning and disappearing,12/12/2009,39.7763889,-74.8627778
10/13/2009 20:30,stockton,ca,us,light,10,10 secs,UFO DANCING IN THE SKY,12/12/2009,37.9577778,-121.2897222
10/13/2010 18:15,grandview,mo,us,chevron,10,5-10 seconds,V-shaped UFO with 5 glowing lights underneath was seen flying low and slow&#44 without much sound.,7/3/2013,38.8858333,-94.5327778
10/13/2010 20:00,cincinnati,oh,us,unknown,300,5 minutes,On 10/13/10&#44 while driving&#44 I saw an unusual nonblinking&#44 stationary light over Cincinnati.,11/21/2010,39.1619444,-84.4569444
10/13/2010 20:40,grandview,mo,us,chevron,60,1 minute,V-Shaped aircraft moving slow and low. 5 glowing lights underneath. No cockpit&#44 or fusilage,5/12/2011,38.8858333,-94.5327778
10/13/2010 22:45,etna,ca,us,flash,1500,25 minutes,UFO Rotating Red Green Yellow Lights,11/21/2010,41.4569444,-122.8936111
10/13/2011 3:30,newark,nj,us,light,10,10 seconds,Sighting of colorful lights in the morning sky,10/19/2011,40.7355556,-74.1727778
10/13/2011 18:45,mysore (india),,,light,10,10 sec,It was a star like thing which was not twinkling . . . But moving very swiftly . . &#33,10/19/2011,12.29581,76.639381
10/13/2011 19:20,merriam,ks,us,triangle,15,15 seconds,Triangular&#44 almost hovering but very slow movement&#44 5 bright lights&#44 no sound,10/19/2011,39.0236111,-94.6933333
10/13/2011 22:00,atlantic coast (at sea on cruise ship) (canada),nv,,other,10,less than ten seconds,Pill Shaped Dark Object Illuminated By The Ships Own Light At Sea,10/19/2011,38.80261,-116.419389
10/13/2012 2:00,benidorm (spain),,,changing,660,11 minutes,Best UFO Sighting Footage of 2012.,11/4/2012,38.541057,-0.122494
10/13/2012 15:00,stockton springs,me,us,sphere,3,2-3 seconds,Bright glowing sphere moving across sky at extreme speed.,10/30/2012,44.4894444,-68.8575
10/13/2012 19:20,pekin,il,us,triangle,120,2 minutes,EIGHT ORANGE AND RED LIGHTS OVER PEKIN&#44 IL.,10/30/2012,40.5675,-89.6405556
10/13/2012 20:22,milford,ct,us,oval,900,15 minutes,Cluster of red/orange objects ascending into sky,10/30/2012,41.2222222,-73.0569444
10/13/2012 22:00,isle of palms,sc,us,circle,180,3 minutes,12 Redish flying objects over Isle of Palms,10/30/2012,32.7866667,-79.795
10/13/2013 5:01,newark,tx,us,circle,10800,3 hours,Craft was low above trees circling lookin for something to pick up spraying white powder.,10/14/2013,33.0011111,-97.4841667
10/13/2013 19:00,irondequoit,ny,us,fireball,600,10 minutes,Fireball like objects floating in the sky.....same path.,10/14/2013,43.2133333,-77.58
10/13/2013 19:30,oswego,il,us,circle,600,10 minutes,4 bright orbs in loose triangle over Oswego&#44 IL&#44 planets or hovering craft?,10/14/2013,41.6827778,-88.3513889
10/13/2013 19:47,spokane,wa,us,flash,900,8-15 minutes,I was on the phone in my front yard when I looked up in the sky and saw strobe lights on a craft for approx 10 sec and stopped then the,10/14/2013,47.6588889,-117.425
10/13/2013 19:47,west palm beach,fl,us,light,25,20-25 seconds,Flashing stationery light streaks off.,10/14/2013,26.7052778,-80.0366667
10/13/2013 20:00,sanford,fl,us,unknown,900,15 minutes,5 orange glowing objects in sky moving faster than commercial jets,10/23/2013,28.8002778,-81.2733333
10/13/2013 20:45,gobles,mi,us,unknown,180,3 minutes,Bright light that stayed put then streaked away suddenly,10/14/2013,42.3608333,-85.8794444
10/13/2013 22:50,fishers,in,us,changing,60,1 minute,One light appeared in the NW traveling and changed into one object as it traveled SE,10/14/2013,39.9555556,-86.0138889
10/13/2013 23:30,sheldon,ia,us,circle,300,5 minutes,Ashton&#44 Iowa sighting.,10/23/2013,43.1811111,-95.8558333
10/14/1965 21:00,ponca city (south of),ok,us,,15,brief-15sec,SUDDENLY A BRILLIANT WHITE LIGHT LIT UP THE ENTIRE COUNTRY SIDE.  BRIGHTER THAN THE SUN. I GUESS AROUND A 1&#44000 FEET ABOVE GROUND&#44 COUL,8/30/1999,36.7069444,-97.0852778
10/14/1995 20:05,belmont,mi,us,triangle,1800,30 minutes,One large triangle craft&#44 20 small red&#44 clear&#44 and green lighted craft,2/12/2004,43.0755556,-85.6091667
10/14/1995 22:30,dayton,wa,us,,5,5 sec.,Several young people witness &quot;lime-green&#44 glowing sphere&quot; descend from W to E in N sky&#44 disappear below hor.  Other repts.,11/2/1999,46.3238889,-117.9713889
10/14/1995 22:30,troy,mt,us,,2,2 sec.,Two women witness green obj&#44 &quot;size of full moon&#44&quot; fly directly toward them&#44 descend from SE.  Illuminated trees on top of mtn..,11/2/1999,48.4633333,-115.8886111
10/14/1998 22:00,tucson,az,us,oval,120,2 min.,At approx. 10:00 Pm&#44 we were sitting on the porch off an upstairs bedroom facing the eastern sky.  I was standing looking at the stars,11/19/1998,32.2216667,-110.9258333
10/14/1999 22:10,nashville,tn,us,light,660,11 minutes,I saw a light flash like a plane out in my back yard but it didn&#39t flash again so it caught my attention. Then it flashed again (white),10/19/1999,36.1658333,-86.7844444
10/14/2002 2:00,joseph,ut,us,triangle,2,several seconds,glowing green triangle passed over my truck&#44 while driving on Interstate 70 in a Utah canyon pass at night.,10/27/2004,38.6263889,-112.2163889
10/14/2002 20:15,gaysville,vt,us,cone,37800,1 1/2 hour,Multicolor flashing cone object in Vermont,10/28/2002,43.7783333,-72.6994444
10/14/2004 2:30,needville,tx,us,light,60,several hours,Two big bright lights followed by several smaller lights  ((NUFORC Note:  We suspect celestial bodies.  PD)),10/27/2004,29.3991667,-95.8375
10/14/2004 19:37,prescott (southwest of),az,us,light,7200,2 hours,Bright orange hued lights that pulsed&#44 faded&#44 disappeared&#44 reappeared.  ((NUFORC Note:  Possible celestial bodies??  PD)),10/27/2004,34.54,-112.4677778
10/14/2004 20:50,kansas (rural),ks,,formation,30,30 seconds,Several bright lights low in the sky over a field in Kansas. Lit up for a while and disapeared.,10/27/2004,39.011902,-98.484246
10/14/2005 1:00,columbus,oh,us,sphere,600,10 minutes,flashing red sphere,10/20/2005,39.9611111,-82.9988889
10/14/2006 2:00,waterbury,ct,us,fireball,5,5 seconds,2nd Witness: Large bluegreen fireball fell acrosss the sky in Fairfield Connecticut,2/1/2007,41.5580556,-73.0519444
10/14/2006 2:25,new york city (yonkers),ny,us,teardrop,120,2 minutes,Radiant White object viewed in sky from Bronx River Parkway in Yonkers,10/30/2006,40.7141667,-74.0063889
10/14/2007 4:15,barquisimeto (venezuela),,,circle,120,at least 2 minutes,Round shaped ship with lights around&#44 static movement and then fly away,11/28/2007,10.063611,-69.334722
10/14/2007 4:30,hyderabad (india),,,light,900,15 minutes,Treasure Island&#44 Gandipet&#44 Hyderabad&#44 14th October 2007&#44 4:30 am&#44 Bright Light in the sky moving and blinking every 10 seconds &#33,11/28/2007,17.385044,78.486671
